Trip ID,SURVEYZONE_START,SURVEYZONE_END,qGENDER,qINCOME,qRACECODE,qCARACCESS,qPurposeRecode,Day Grouping,Within Zone?,Income Group,Purpose Grouping,qSustainableMode
217,Outer Brooklyn,Manhattan Core,Female,"Less than 14,999",Hispanic,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
218,Outer Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Hispanic,NO car,Social/recreation,Weekend,outside,low income,Social,Yes
219,Inner Queens,Inner Queens,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
220,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
221,Middle Queens,Inner Queens,Male,"50,000 -  74,999",Black,own car,Social/recreation,Weekend,outside,low income,Social,Yes
222,Southern Bronx,Southern Bronx,Male," 75,000 -  99,999",Hispanic,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
223,Outer Queens,Outer Queens,Male,"25,000− 34,999",Hispanic,own car,Shopping,Weekday,within,low income,Social,No
224,Middle Queens,Middle Queens,Male,"50,000 -  74,999",White,own car,Social/recreation,Weekday,within,low income,Social,Yes
225,Southern Bronx,Southern Bronx,Female,"15,000− 24,999",Hispanic,NO car,Personal errands,Weekday,within,low income,Others,Yes
226,Manhattan Core,Middle Queens,Female,"35,000− 49,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
227,Middle Queens,Middle Queens,Male,"50,000 -  74,999",White,own car,Social/recreation,Weekday,within,low income,Social,Yes
228,Inner Queens,Inner Queens,Male,"15,000− 24,999",Asian,NO car,Dining,Weekday,within,low income,Social,Yes
229,Manhattan Core,Outer Brooklyn,Male,"Less than 14,999",Asian,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
230,Outer Queens,Outer Queens,Male,"100,000− 149,999",White,own car,Other,Weekday,within,middle income,Others,Yes
231,Southern Bronx,Northern Bronx,Male,"Less than 14,999",Other,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
232,Staten Island,Staten Island,Female,"Less than 14,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,Yes
233,Manhattan Core,Manhattan Core,Female,"Less than 14,999",White,NO car,Business,Weekday,within,low income,Work/School,Yes
234,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",White,own car,Social/recreation,Weekend,within,middle income,Social,Yes
235,Inner Brooklyn,Inner Brooklyn,Male,"35,000− 49,999",Other,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
236,Northern Manhattan,Northern Manhattan,Male,"100,000− 149,999",Black,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
237,Middle Queens,Middle Queens,Male,"50,000 -  74,999",Hispanic,NO car,Other,Weekday,within,low income,Others,Yes
238,Staten Island,Staten Island,Female,"15,000− 24,999",Asian,own car,Shopping,Weekday,within,low income,Social,No
239,Manhattan Core,Manhattan Core,Male,"50,000 -  74,999",Hispanic,own car,Personal errands,Weekday,within,low income,Others,Yes
240,Manhattan Core,Manhattan Core,Male,"200,000 and above",White,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
241,Northern Bronx,Southern Bronx,Male,"25,000− 34,999",Hispanic,NO car,Commute to/from work,Weekend,outside,low income,Work/School,Yes
242,Southern Bronx,Southern Bronx,Male,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
243,Staten Island,Staten Island,Female,"100,000− 149,999",White,own car,Shopping,Weekday,within,middle income,Social,No
244,Inner Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",Other,NO car,Social/recreation,Weekend,within,low income,Social,Yes
245,Manhattan Core,Inner Queens,Female,"50,000 -  74,999",Hispanic,own car,Business,Weekday,outside,low income,Work/School,Yes
246,Inner Queens,Inner Queens,Male,"Less than 14,999",Hispanic,NO car,Social/recreation,Weekend,within,low income,Social,Yes
247,Manhattan Core,Manhattan Core,Female,"Less than 14,999",White,own car,Shopping,Weekday,within,low income,Social,Yes
248,Outer Brooklyn,Outer Brooklyn,Female,"Less than 14,999",Black,NO car,Personal errands,Weekend,within,low income,Others,Yes
249,Northern Bronx,Northern Bronx,Male,"35,000− 49,999",Black,NO car,Dining,Weekend,within,low income,Social,Yes
250,Inner Queens,Manhattan Core,Female," 75,000 -  99,999",Asian,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
251,Southern Bronx,Southern Bronx,Female,"Less than 14,999",Hispanic,NO car,Other,Weekend,within,low income,Others,Yes
252,Inner Brooklyn,Manhattan Core,Male,"200,000 and above",White,own car,Social/recreation,Weekday,outside,high income,Social,Yes
253,Southern Bronx,Northern Bronx,Male,"25,000− 34,999",Hispanic,NO car,Social/recreation,Weekend,outside,low income,Social,Yes
254,Manhattan Core,Outer Brooklyn,Female,"Less than 14,999",Hispanic,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
255,Northern Bronx,Northern Bronx,Female,"200,000 and above",White,own car,Other,Weekend,within,high income,Others,Yes
256,Staten Island,Inner Brooklyn,Male,"100,000− 149,999",White,own car,Commute to/from work,Weekday,outside,middle income,Work/School,No
257,Northern Manhattan,Northern Manhattan,Female,"Less than 14,999",Hispanic,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
258,Middle Queens,Manhattan Core,Male," 75,000 -  99,999",White,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
259,Southern Bronx,Southern Bronx,Male,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
260,Outer Queens,Outer Queens,Male,"50,000 -  74,999",White,NO car,School,Weekend,within,low income,Work/School,Yes
261,Middle Queens,Middle Queens,Male,"50,000 -  74,999",Black,own car,Commute to/from work,Weekend,within,low income,Work/School,Yes
262,Staten Island,Staten Island,Male,"Less than 14,999",Black,NO car,Shopping,Weekend,within,low income,Social,Yes
263,Inner Queens,Manhattan Core,Male,"100,000− 149,999",Asian,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
264,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",White,own car,Business,Weekday,within,middle income,Work/School,Yes
265,Northern Manhattan,Northern Manhattan,Female,"50,000 -  74,999",Asian,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
266,Staten Island,Staten Island,Female,"35,000− 49,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
267,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",White,own car,Commute to/from work,Weekend,within,middle income,Work/School,Yes
268,Manhattan Core,Inner Queens,Male,"100,000− 149,999",Asian,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
269,Northern Manhattan,Northern Manhattan,Female,"50,000 -  74,999",Asian,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
270,Southern Bronx,Southern Bronx,Female,"35,000− 49,999",Black,own car,Accompanying other traveler,Weekend,within,low income,Others,Yes
271,Southern Bronx,Northern Bronx,Male,"150,000− 199,999",White,own car,Personal errands,Weekend,outside,high income,Others,No
272,Inner Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",Black,own car,Commute to/from work,Weekend,within,low income,Work/School,Yes
273,Outer Queens,Outer Queens,Female,"50,000 -  74,999",White,own car,Accompanying other traveler,Weekend,within,low income,Others,No
274,Manhattan Core,Manhattan Core,Female,"50,000 -  74,999",White,own car,Dining,Weekend,within,low income,Social,Yes
275,Outer Queens,Middle Queens,Male,"100,000− 149,999",Asian,own car,Other,Weekend,outside,middle income,Others,Yes
276,Manhattan Core,Manhattan Core,Male,"50,000 -  74,999",White,own car,Personal errands,Weekend,within,low income,Others,Yes
277,Staten Island,Staten Island,Female,"35,000− 49,999",White,own car,Other,Weekend,within,low income,Others,No
278,Inner Brooklyn,Inner Brooklyn,Male,"35,000− 49,999",Hispanic,NO car,Shopping,Weekend,within,low income,Social,Yes
279,Inner Queens,Outer Queens,Female," 75,000 -  99,999",Hispanic,NO car,Personal errands,Weekend,outside,middle income,Others,No
280,Manhattan Core,Manhattan Core,Male,"25,000− 34,999",Asian,own car,Dining,Weekend,within,low income,Social,Yes
281,Outer Queens,Outer Queens,Male,"100,000− 149,999",Black,NO car,Personal errands,Weekend,within,middle income,Others,Yes
282,Outer Queens,Outer Queens,Female,"100,000− 149,999",Black,own car,Commute to/from work,Weekend,within,middle income,Work/School,No
283,Outer Queens,Outer Queens,Male,"100,000− 149,999",White,own car,Social/recreation,Weekend,within,middle income,Social,No
284,Outer Queens,Outer Queens,Male,"100,000− 149,999",White,own car,Dining,Weekend,within,middle income,Social,No
285,Outer Queens,Outer Queens,Male,"25,000− 34,999",White,NO car,Other,Weekend,within,low income,Others,Yes
286,Middle Queens,Middle Queens,Male,"Less than 14,999",Asian,NO car,Commute to/from work,Weekend,within,low income,Work/School,Yes
287,Middle Queens,Middle Queens,Male," 75,000 -  99,999",White,NO car,Medical visit (doctor's office),Weekend,within,middle income,Others,No
288,Outer Queens,Outer Queens,Female,"100,000− 149,999",Asian,own car,Commute to/from work,Weekend,within,middle income,Work/School,No
289,Southern Bronx,Northern Bronx,Male,"50,000 -  74,999",White,NO car,Personal errands,Weekend,outside,low income,Others,Yes
290,Outer Queens,Outer Queens,Female,"50,000 -  74,999",White,own car,Personal errands,Weekday,within,low income,Others,No
291,Manhattan Core,Manhattan Core,Male," 75,000 -  99,999",Hispanic,NO car,Other,Weekday,within,middle income,Others,Yes
292,Manhattan Core,Manhattan Core,Female,"200,000 and above",White,own car,Medical visit (doctor's office),Weekday,within,high income,Others,Yes
293,Outer Queens,Outer Queens,Female,"35,000− 49,999",Other,NO car,Personal errands,Weekday,within,low income,Others,Yes
294,Manhattan Core,Manhattan Core,Female,"50,000 -  74,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
295,Staten Island,Staten Island,Male," 75,000 -  99,999",White,own car,Shopping,Weekday,within,middle income,Social,No
296,Manhattan Core,Manhattan Core,Male,"150,000− 199,999",White,own car,Social/recreation,Weekday,within,high income,Social,Yes
297,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Hispanic,own car,Commute to/from work,Weekday,within,low income,Work/School,No
298,Staten Island,Manhattan Core,Male," 75,000 -  99,999",Black,own car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
299,Northern Manhattan,Manhattan Core,Male,"200,000 and above",Black,NO car,Commute to/from work,Weekday,outside,high income,Work/School,Yes
300,Outer Queens,Outer Queens,Female,"50,000 -  74,999",White,NO car,Shopping,Weekday,within,low income,Social,Yes
301,Outer Brooklyn,Outer Brooklyn,Male,"100,000− 149,999",White,own car,Social/recreation,Weekday,within,middle income,Social,No
302,Staten Island,Staten Island,Female,"15,000− 24,999",White,own car,Shopping,Weekday,within,low income,Social,No
303,Northern Manhattan,Northern Manhattan,Female,"100,000− 149,999",Black,own car,Medical visit (doctor's office),Weekday,within,middle income,Others,Yes
304,Manhattan Core,Manhattan Core,Male,"200,000 and above",White,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
305,Manhattan Core,Manhattan Core,Female,"150,000− 199,999",Hispanic,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
306,Staten Island,Staten Island,Male,"100,000− 149,999",White,own car,Shopping,Weekday,within,middle income,Social,No
307,Southern Bronx,Southern Bronx,Female," 75,000 -  99,999",Hispanic,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
308,Manhattan Core,Manhattan Core,Male,"200,000 and above",Other,NO car,Medical visit (doctor's office),Weekday,within,high income,Others,Yes
309,Manhattan Core,Inner Brooklyn,Female,"200,000 and above",White,NO car,Commute to/from work,Weekday,outside,high income,Work/School,Yes
310,Outer Brooklyn,Outer Brooklyn,Male," 75,000 -  99,999",White,own car,Medical visit (doctor's office),Weekday,within,middle income,Others,No
311,Staten Island,Manhattan Core,Male," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
312,Manhattan Core,Manhattan Core,Male,"Less than 14,999",Hispanic,NO car,Other,Weekday,within,low income,Others,Yes
313,Manhattan Core,Manhattan Core,Male,"50,000 -  74,999",Asian,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
314,Outer Brooklyn,Manhattan Core,Female,"25,000− 34,999",White,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
315,Northern Manhattan,Manhattan Core,Female,"Less than 14,999",Black,NO car,Medical visit (doctor's office),Weekday,outside,low income,Others,Yes
316,Outer Brooklyn,Outer Brooklyn,Female,"100,000− 149,999",White,own car,Shopping,Weekday,within,middle income,Social,Yes
317,Manhattan Core,Manhattan Core,Female,"100,000− 149,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
318,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",Other,own car,School,Weekday,within,low income,Work/School,Yes
319,Inner Brooklyn,Inner Brooklyn,Female,"25,000− 34,999",Black,NO car,Business,Weekday,within,low income,Work/School,Yes
320,Manhattan Core,Manhattan Core,Female,"50,000 -  74,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
321,Outer Brooklyn,Outer Brooklyn,Female," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
322,Outer Queens,Inner Queens,Male,"50,000 -  74,999",White,own car,Other,Weekday,outside,low income,Others,No
323,Staten Island,Staten Island,Male,"50,000 -  74,999",White,own car,Shopping,Weekday,within,low income,Social,No
324,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",White,own car,Shopping,Weekday,within,low income,Social,Yes
325,Northern Bronx,Northern Bronx,Male,"100,000− 149,999",White,NO car,Commute to/from work,Weekday,within,middle income,Work/School,No
326,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
327,Outer Brooklyn,Outer Brooklyn,Male,"50,000 -  74,999",White,own car,Shopping,Weekday,within,low income,Social,No
328,Outer Brooklyn,Manhattan Core,Female,"100,000− 149,999",Asian,own car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
329,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,own car,Shopping,Weekday,within,middle income,Social,No
330,Inner Brooklyn,Manhattan Core,Female,"50,000 -  74,999",Black,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
331,Inner Brooklyn,Inner Brooklyn,Female," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
332,Northern Manhattan,Manhattan Core,Female,"200,000 and above",White,own car,Shopping,Weekday,outside,high income,Social,Yes
333,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",White,NO car,Other,Weekday,within,middle income,Others,Yes
334,Staten Island,Inner Brooklyn,Female," 75,000 -  99,999",White,own car,Other,Weekday,outside,middle income,Others,No
335,Staten Island,Staten Island,Male,"15,000− 24,999",White,NO car,Medical visit (doctor's office),Weekend,within,low income,Others,Yes
336,Inner Queens,Outer Queens,Male,"100,000− 149,999",White,own car,Other,Weekend,outside,middle income,Others,No
337,Outer Queens,Outer Queens,Female,"50,000 -  74,999",Asian,own car,Shopping,Weekend,within,low income,Social,Yes
338,Outer Queens,Outer Queens,Male,"50,000 -  74,999",Black,own car,Shopping,Weekend,within,low income,Social,No
339,Northern Bronx,Northern Bronx,Female,"50,000 -  74,999",Black,own car,Shopping,Weekend,within,low income,Social,Yes
340,Outer Brooklyn,Outer Brooklyn,Male,"150,000− 199,999",Black,own car,Social/recreation,Weekend,within,high income,Social,No
341,Outer Queens,Outer Queens,Female,"35,000− 49,999",Black,NO car,Accompanying other traveler,Weekend,within,low income,Others,No
342,Middle Queens,Middle Queens,Female," 75,000 -  99,999",White,own car,Social/recreation,Weekend,within,middle income,Social,No
